20240117090001,219.03
20240117091001,236.66
20240117092001,252.58
20240117093001,266.28
20240117094001,277.14
20240117095001,284.88
20240117100001,289.26
20240117101001,290.12
20240117102001,287.75
20240117103001,282.48
20240117104001,274.71
20240117105001,265.05
20240117110001,254.06
20240117111001,241.89
20240117112001,228.8
20240117113001,215.22
20240117114001,201.36
20240117115001,187.44
20240117120001,173.42
20240117121001,159.77
20240117122001,146.48
20240117123001,133.66
20240117124001,121.65
20240117125001,110.41
20240117130001,99.81
20240117131001,90.22
20240117132001,81.55
20240117133001,73.61
20240117134001,66.68
20240117135001,60.59
20240117140001,55.47
20240117141001,51.23
20240117142001,47.9
20240117143001,45.28
20240117144001,43.46
20240117145001,42.49
20240117150001,42.28
20240117151001,42.65
20240117152001,43.69
20240117153001,45.2
20240117154001,47.24
20240117155001,49.69
20240117160001,52.49
20240117161001,55.7
20240117162001,59.03
20240117163001,62.59
20240117164001,66.42
20240117165001,70.15
20240119090001,364.03
20240119091001,254.74
20240119092001,240.64
20240119093001,246.03
20240119094001,258.38
20240119095001,267.65
20240119100001,273.88
20240119101001,276.65
20240119102001,277.84
20240119103001,275.66
20240119104001,270.72
20240119105001,263.2
20240119110001,254.06
20240119111001,241.89
20240119112001,228.8
20240119113001,215.22
20240119114001,201.36
20240119115001,187.44
20240119120001,173.42
20240119121001,159.77
20240119122001,146.48
20240119123001,133.66
20240119124001,121.65
20240119125001,110.41
20240119130001,99.81
20240119131001,90.22
20240119132001,81.55
20240119133001,73.61
20240119134001,66.68
20240119135001,60.59
20240119140001,55.47
20240119141001,51.23
20240119142001,47.9
20240119143001,45.28
20240119144001,43.46
20240119145001,42.49
20240119150001,42.28
20240119151001,42.65
20240119152001,43.69
20240119153001,45.2
20240119154001,47.24
20240119155001,49.69
20240119160001,52.49
20240119161001,55.7
20240119162001,59.03
20240119163001,62.59
20240119164001,66.42
20240119165001,70.15
20240224090001,140.53
20240224091001,311.86
20240224092001,252.06
20240224093001,270.35
20240224094001,277.86
20240224095001,287.38
20240224100001,291.81
20240224101001,292.15
20240224102001,288.89
20240224103001,282.94
20240224104001,274.98
20240224105001,265.31
20240224110001,254.06
20240224111001,241.89
20240224112001,228.8
20240224113001,215.22
20240224114001,201.36
20240224115001,187.44
20240224120001,173.42
20240224121001,159.77
20240224122001,146.48
20240224123001,133.66
20240224124001,121.65
20240224125001,110.41
20240224130001,99.81
20240224131001,90.22
20240224132001,81.55
20240224133001,73.61
20240224134001,66.68
20240224135001,60.59
20240224140001,55.47
20240224141001,51.23
20240224142001,47.9
20240224143001,45.28
20240224144001,43.46
20240224145001,42.49
20240224150001,42.28
20240224151001,42.65
20240224152001,43.69
20240224153001,45.2
20240224154001,47.24
20240224155001,49.69
20240224160001,52.49
20240224161001,55.7
20240224162001,59.03
20240224163001,62.59
20240224164001,66.42
20240224165001,70.15
20240226090001,74.94
20240226091001,257.66
20240226092001,258.56
20240226093001,280.56
20240226094001,287.22
20240226095001,294.4
20240226100001,298.48
20240226101001,298.71
20240226102001,294.8
20240226103001,287.52
20240226104001,277.87
20240226105001,266.55
20240226110001,254.06
20240226111001,241.89
20240226112001,228.8
20240226113001,215.22
20240226114001,201.36
20240226115001,187.44
20240226120001,173.42
20240226121001,159.77
20240226122001,146.48
20240226123001,133.66
20240226124001,121.65
20240226125001,110.41
20240226130001,99.81
20240226131001,90.22
20240226132001,81.55
20240226133001,73.61
20240226134001,66.68
20240226135001,60.59
20240226140001,55.47
20240226141001,51.23
20240226142001,47.9
20240226143001,45.28
20240226144001,43.46
20240226145001,42.49
20240226150001,42.28
20240226151001,42.65
20240226152001,43.69
20240226153001,45.2
20240226154001,47.24
20240226155001,49.69
20240226160001,52.49
20240226161001,55.7
20240226162001,59.03
20240226163001,62.59
20240226164001,66.42
20240226165001,70.15
20240327090001,224.04
20240327091001,299.18
20240327092001,237.6
20240327093001,250.09
20240327094001,261.67
20240327095001,274.56
20240327100001,282.4
20240327101001,285.64
20240327102001,284.55
20240327103001,280.01
20240327104001,273.24
20240327105001,264.37
20240327110001,254.06
20240327111001,241.89
20240327112001,228.8
20240327113001,215.22
20240327114001,201.36
20240327115001,187.44
20240327120001,173.42
20240327121001,159.77
20240327122001,146.48
20240327123001,133.66
20240327124001,121.65
20240327125001,110.41
20240327130001,99.81
20240327131001,90.22
20240327132001,81.55
20240327133001,73.61
20240327134001,66.68
20240327135001,60.59
20240327140001,55.47
20240327141001,51.23
20240327142001,47.9
20240327143001,45.28
20240327144001,43.46
20240327145001,42.49
20240327150001,42.28
20240327151001,42.65
20240327152001,43.69
20240327153001,45.2
20240327154001,47.24
20240327155001,49.69
20240327160001,52.49
20240327161001,55.7
20240327162001,59.03
20240327163001,62.59
20240327164001,66.42
20240327165001,70.15
20240329090001,84.88
20240329091001,355.68
20240329092001,243.17
20240329093001,258.35
20240329094001,268.89
20240329095001,285.41
20240329100001,295.13
20240329101001,298.19
20240329102001,295.08
20240329103001,287.83
20240329104001,277.54
20240329105001,265.93
20240329110001,254.06
20240329111001,241.89
20240329112001,228.8
20240329113001,215.22
20240329114001,201.36
20240329115001,187.44
20240329120001,173.42
20240329121001,159.77
20240329122001,146.48
20240329123001,133.66
20240329124001,121.65
20240329125001,110.41
20240329130001,99.81
20240329131001,90.22
20240329132001,81.55
20240329133001,73.61
20240329134001,66.68
20240329135001,60.59
20240329140001,55.47
20240329141001,51.23
20240329142001,47.9
20240329143001,45.28
20240329144001,43.46
20240329145001,42.49
20240329150001,42.28
20240329151001,42.65
20240329152001,43.69
20240329153001,45.2
20240329154001,47.24
20240329155001,49.69
20240329160001,52.49
20240329161001,55.7
20240329162001,59.03
20240329163001,62.59
20240329164001,66.42
20240329165001,70.15
20240428090001,405.18
20240428091001,309.37
20240428092001,234.73
20240428093001,246.75
20240428094001,262.13
20240428095001,274.18
20240428100001,279.45
20240428101001,280.26
20240428102001,278.35
20240428103001,274.1
20240428104001,268.91
20240428105001,262.18
20240428110001,254.06
20240428111001,241.89
20240428112001,228.8
20240428113001,215.22
20240428114001,201.36
20240428115001,187.44
20240428120001,173.42
20240428121001,159.77
20240428122001,146.48
20240428123001,133.66
20240428124001,121.65
20240428125001,110.41
20240428130001,99.81
20240428131001,90.22
20240428132001,81.55
20240428133001,73.61
20240428134001,66.68
20240428135001,60.59
20240428140001,55.47
20240428141001,51.23
20240428142001,47.9
20240428143001,45.28
20240428144001,43.46
20240428145001,42.49
20240428150001,42.28
20240428151001,42.65
20240428152001,43.69
20240428153001,45.2
20240428154001,47.24
20240428155001,49.69
20240428160001,52.49
20240428161001,55.7
20240428162001,59.03
20240428163001,62.59
20240428164001,66.42
20240428165001,70.15
20240430090001,928.27
20240430091001,541.35
20240430092001,215.9
20240430093001,248.87
20240430094001,266.35
20240430095001,279.06
20240430100001,275.38
20240430101001,265.5
20240430102001,255.9
20240430103001,250.79
20240430104001,251.09
20240430105001,253.55
20240430110001,254.06
20240430111001,241.89
20240430112001,228.8
20240430113001,215.22
20240430114001,201.36
20240430115001,187.44
20240430120001,173.42
20240430121001,159.77
20240430122001,146.48
20240430123001,133.66
20240430124001,121.65
20240430125001,110.41
20240430130001,99.81
20240430131001,90.22
20240430132001,81.55
20240430133001,73.61
20240430134001,66.68
20240430135001,60.59
20240430140001,55.47
20240430141001,51.23
20240430142001,47.9
20240430143001,45.28
20240430144001,43.46
20240430145001,42.49
20240430150001,42.28
20240430151001,42.65
20240430152001,43.69
20240430153001,45.2
20240430154001,47.24
20240430155001,49.69
20240430160001,52.49
20240430161001,55.7
20240430162001,59.03
20240430163001,62.59
20240430164001,66.42
20240430165001,70.15
20240515090001,992.46
20240515091001,633.8
20240515092001,213.93
20240515093001,263.79
20240515094001,279.26
20240515095001,291.18
20240515100001,282.45
20240515101001,267.53
20240515102001,254.52
20240515103001,247.83
20240515104001,248.21
20240515105001,252.14
20240515110001,254.06
20240515111001,241.89
20240515112001,228.8
20240515113001,215.22
20240515114001,201.36
20240515115001,187.44
20240515120001,173.42
20240515121001,159.77
20240515122001,146.48
20240515123001,133.66
20240515124001,121.65
20240515125001,110.41
20240515130001,99.81
20240515131001,90.22
20240515132001,81.55
20240515133001,73.61
20240515134001,66.68
20240515135001,60.59
20240515140001,55.47
20240515141001,51.23
20240515142001,47.9
20240515143001,45.28
20240515144001,43.46
20240515145001,42.49
20240515150001,42.28
20240515151001,42.65
20240515152001,43.69
20240515153001,45.2
20240515154001,47.24
20240515155001,49.69
20240515160001,52.49
20240515161001,55.7
20240515162001,59.03
20240515163001,62.59
20240515164001,66.42
20240515165001,70.15
20240520090001,591.91
20240520091001,451.08
20240520092001,217.75
20240520093001,241.75
20240520094001,260.24
20240520095001,275.07
20240520100001,276.97
20240520101001,272.7
20240520102001,266.75
20240520103001,262.6
20240520104001,259.91
20240520105001,258.08
20240520110001,254.06
20240520111001,241.89
20240520112001,228.8
20240520113001,215.22
20240520114001,201.36
20240520115001,187.44
20240520120001,173.42
20240520121001,159.77
20240520122001,146.48
20240520123001,133.66
20240520124001,121.65
20240520125001,110.41
20240520130001,99.81
20240520131001,90.22
20240520132001,81.55
20240520133001,73.61
20240520134001,66.68
20240520135001,60.59
20240520140001,55.47
20240520141001,51.23
20240520142001,47.9
20240520143001,45.28
20240520144001,43.46
20240520145001,42.49
20240520150001,42.28
20240520151001,42.65
20240520152001,43.69
20240520153001,45.2
20240520154001,47.24
20240520155001,49.69
20240520160001,52.49
20240520161001,55.7
20240520162001,59.03
20240520163001,62.59
20240520164001,66.42
20240520165001,70.15
20240613090001,135.78
20240613091001,392.9
20240613092001,240.72
20240613093001,259.34
20240613094001,269.57
20240613095001,284.71
20240613100001,291.71
20240613101001,292.97
20240613102001,289.5
20240613103001,283.1
20240613104001,274.75
20240613105001,264.81
20240613110001,254.06
20240613111001,241.89
20240613112001,228.8
20240613113001,215.22
20240613114001,201.36
20240613115001,187.44
20240613120001,173.42
20240613121001,159.77
20240613122001,146.48
20240613123001,133.66
20240613124001,121.65
20240613125001,110.41
20240613130001,99.81
20240613131001,90.22
20240613132001,81.55
20240613133001,73.61
20240613134001,66.68
20240613135001,60.59
20240613140001,55.47
20240613141001,51.23
20240613142001,47.9
20240613143001,45.28
20240613144001,43.46
20240613145001,42.49
20240613150001,42.28
20240613151001,42.65
20240613152001,43.69
20240613153001,45.2
20240613154001,47.24
20240613155001,49.69
20240613160001,52.49
20240613161001,55.7
20240613162001,59.03
20240613163001,62.59
20240613164001,66.42
20240613165001,70.15
20240615090001,783.66
20240615091001,623.97
20240615092001,206.66
20240615093001,262.25
20240615094001,283.61
20240615095001,298.65
20240615100001,291.88
20240615101001,277.25
20240615102001,263.12
20240615103001,255.01
20240615104001,253.23
20240615105001,254.77
20240615110001,254.06
20240615111001,241.89
